,city_id,city_name,country_code,lat,lon,sources,state_code,station_id,timezone,venue,date,clouds,datetime,dewpt,dhi,dni,ghi,max_dhi,max_dni,max_ghi,max_temp,max_temp_ts,max_uv,max_wind_dir,max_wind_spd,max_wind_spd_ts,min_temp,min_temp_ts,precip,precip_gpm,pres,revision_status,rh,slp,snow,snow_depth,solar_rad,t_dhi,t_dni,t_ghi,t_solar_rad,temp,ts,wind_dir,wind_gust_spd,wind_spd
121,3579925,Saint George's,GD,12.059344,-61.752109,"['789580-00409', 'imerg', 'era5', 'sat', 'radar', 'snodas']",03,789580-00409,America/Grenada,"National Cricket Stadium, St George's, Grenada",2021-06-29,31.0,2021-06-29,23.5,51,398,325,125,928,1025,31.1,1624989600,9.5,64.0,7.8,1624989600,25.0,1624950000,0.0,0.0,1014.0,final,77.0,1015.0,0.0,,324.0,1214,9556,7798,7765.0,28.2,1624939200,64.0,11.4,5.0
122,3579925,Saint George's,GD,12.059344,-61.752109,"['789580-00409', 'imerg', 'era5', 'sat', 'radar', 'snodas']",03,789580-00409,America/Grenada,"National Cricket Stadium, St George's, Grenada",2021-07-01,48.0,2021-07-01,24.7,51,398,325,125,928,1025,29.2,1625169600,7.5,92.0,9.2,1625122800,26.0,1625112000,6.3,6.3,1012.0,final,85.0,1013.0,0.0,,297.0,1214,9550,7799,7129.0,27.6,1625112000,92.0,15.4,7.6
123,3579925,Saint George's,GD,12.059344,-61.752109,"['789580-00409', 'imerg', 'era5', 'sat', 'radar', 'snodas']",03,789580-00409,America/Grenada,"National Cricket Stadium, St George's, Grenada",2021-07-03,47.0,2021-07-03,24.5,51,398,325,125,928,1026,30.0,1625338800,9.5,103.0,10.0,1625288400,26.0,1625299200,1.0,1.0,1015.0,final,82.0,1016.0,0.0,,319.0,1213,9544,7801,7660.0,27.9,1625284800,103.0,12.5,5.7
124,3576686,Gros Islet,LC,14.0789973,-60.9477624,"['789470-00405', 'imerg', 'era5', 'sat', 'radar', 'snodas']",06,789470-00405,America/St_Lucia,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021-07-09,65.0,2021-07-09,23.4,51,404,331,125,931,1037,30.4,1625806800,4.8,88.0,7.6,1625806800,26.3,1625864400,0.0,0.0,1016.0,final,75.0,1016.0,0.0,,202.0,1223,9690,7938,4850.0,28.4,1625803200,88.0,14.8,6.2
125,3576686,Gros Islet,LC,14.0789973,-60.9477624,"['789470-00405', 'imerg', 'era5', 'sat', 'radar', 'snodas']",06,789470-00405,America/St_Lucia,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021-07-10,62.0,2021-07-10,23.8,51,404,331,125,932,1037,30.0,1625896800,4.0,79.0,7.6,1625904000,25.9,1625932800,1.0,1.0,1014.0,final,78.0,1015.0,0.0,,137.0,1222,9686,7938,3299.0,27.9,1625889600,79.0,14.4,5.1
126,3576686,Gros Islet,LC,14.0789973,-60.9477624,"['789470-00405', 'imerg', 'era5', 'sat', 'radar', 'snodas']",06,789470-00405,America/St_Lucia,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021-07-12,63.0,2021-07-12,23.8,51,403,331,125,932,1038,30.0,1626073200,5.9,89.0,7.6,1626076800,26.3,1626134400,0.0,0.0,1016.0,final,77.0,1016.0,0.0,,265.0,1222,9679,7940,6350.0,28.3,1626062400,89.0,14.8,5.5
127,3576686,Gros Islet,LC,14.0789973,-60.9477624,"['789470-00405', 'imerg', 'era5', 'sat', 'radar', 'snodas']",06,789470-00405,America/St_Lucia,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021-07-14,74.0,2021-07-14,23.5,51,403,331,125,932,1039,30.0,1626235200,9.5,88.0,6.0,1626235200,25.6,1626300000,0.0,0.0,1015.0,final,78.0,1016.0,0.0,,320.0,1221,9672,7941,7681.0,27.7,1626235200,88.0,12.0,4.6
128,3576686,Gros Islet,LC,14.0789973,-60.9477624,"['789470-00405', 'imerg', 'era5', 'sat', 'radar', 'snodas']",06,789470-00405,America/St_Lucia,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021-07-16,46.0,2021-07-16,23.5,51,403,331,125,933,1040,30.0,1626490800,9.6,105.0,7.0,1626490800,25.9,1626433200,1.8,1.8,1016.0,final,75.0,1016.0,0.0,,328.0,1221,9665,7942,7882.0,28.4,1626408000,105.0,12.8,5.1
129,1269247,Jangipur,IN,24.45359,87.90444,"['imerg', 'era5', 'sat', 'radar', 'snodas']",28,425030-99999,Asia/Kolkata,"Shere Bangla National Stadium, Mirpur",2021-08-03,97.0,2021-08-03,27.1,55,431,354,126,935,1044,32.6,1627981200,4.3,178.0,2.0,1627981200,27.4,1627945200,5.5,5.5,997.0,final,85.0,1001.0,0.0,,94.0,1256,9903,8151,2154.0,29.9,1627929000,178.0,4.8,0.9
130,1269247,Jangipur,IN,24.45359,87.90444,"['imerg', 'era5', 'sat', 'radar', 'snodas']",28,425030-99999,Asia/Kolkata,"Shere Bangla National Stadium, Mirpur",2021-08-04,100.0,2021-08-04,26.8,55,430,354,126,935,1043,31.9,1628064000,3.7,203.0,2.8,1628064000,27.0,1628031600,9.3,9.3,998.0,final,87.0,1001.0,0.0,,82.0,1255,9893,8139,1879.0,29.2,1628015400,203.0,6.8,1.5
131,1269247,Jangipur,IN,24.45359,87.90444,"['imerg', 'era5', 'sat', 'radar', 'snodas']",28,425030-99999,Asia/Kolkata,"Shere Bangla National Stadium, Mirpur",2021-08-06,73.0,2021-08-06,27.4,54,429,353,126,935,1042,33.7,1628240400,5.6,193.0,2.8,1628251200,28.1,1628204400,33.3,33.3,996.0,final,83.0,1000.0,0.0,,224.0,1252,9872,8112,5162.0,30.6,1628188200,193.0,6.8,1.2
132,1269247,Jangipur,IN,24.45359,87.90444,"['imerg', 'era5', 'sat', 'radar', 'snodas']",28,425030-99999,Asia/Kolkata,"Shere Bangla National Stadium, Mirpur",2021-08-07,92.0,2021-08-07,26.8,54,429,352,126,935,1042,34.4,1628316000,5.7,128.0,2.4,1628326800,27.8,1628355600,9.5,9.5,999.0,final,85.0,1002.0,0.0,,184.0,1251,9861,8099,4243.0,29.7,1628274600,128.0,6.0,1.8
133,1269247,Jangipur,IN,24.45359,87.90444,"['imerg', 'era5', 'sat', 'radar', 'snodas']",28,425030-99999,Asia/Kolkata,"Shere Bangla National Stadium, Mirpur",2021-08-09,84.0,2021-08-09,27.0,54,428,351,126,935,1041,34.1,1628488800,5.4,182.0,3.2,1628485200,27.8,1628528400,0.0,0.0,1000.0,final,83.0,1004.0,0.0,,197.0,1248,9838,8070,4521.0,30.3,1628447400,182.0,9.2,2.2
134,1269247,Jangipur,IN,24.45359,87.90444,"['imerg', 'era5', 'sat', 'radar', 'snodas']",28,425030-99999,Asia/Kolkata,"Shere Bangla National Stadium, Mirpur",2021-09-01,99.0,2021-09-01,26.2,52,412,331,126,938,1017,33.0,1630450800,3.5,194.0,2.8,1630450800,27.4,1630454400,0.0,0.0,1004.0,final,79.0,1007.0,0.0,,83.0,1202,9473,7614,1915.0,30.3,1630434600,194.0,6.0,1.8
135,1269247,Jangipur,IN,24.45359,87.90444,"['imerg', 'era5', 'sat', 'radar', 'snodas']",28,425030-99999,Asia/Kolkata,"Shere Bangla National Stadium, Mirpur",2021-09-03,70.0,2021-09-03,26.9,52,410,329,125,938,1014,33.7,1630648800,7.8,131.0,1.6,1630659600,27.0,1630623600,0.0,0.0,1001.0,final,83.0,1004.0,0.0,,274.0,1197,9429,7562,6311.0,30.2,1630607400,131.0,4.4,1.0
136,1269247,Jangipur,IN,24.45359,87.90444,"['imerg', 'era5', 'sat', 'radar', 'snodas']",28,425030-99999,Asia/Kolkata,"Shere Bangla National Stadium, Mirpur",2021-09-05,91.0,2021-09-05,27.4,52,408,326,125,938,1011,34.4,1630828800,3.6,117.0,2.0,1630828800,28.5,1630796400,0.0,0.0,1000.0,final,81.0,1003.0,0.0,,106.0,1191,9383,7509,2445.0,31.2,1630780200,117.0,6.0,1.4
137,1269247,Jangipur,IN,24.45359,87.90444,"['imerg', 'era5', 'sat', 'radar', 'snodas']",28,425030-99999,Asia/Kolkata,"Shere Bangla National Stadium, Mirpur",2021-09-08,73.0,2021-09-08,25.8,51,405,323,125,937,1005,33.0,1631088000,6.2,125.0,2.8,1631088000,26.3,1631052000,0.0,0.0,1003.0,final,83.0,1007.0,0.0,,220.0,1182,9309,7426,5069.0,29.0,1631039400,125.0,6.8,2.1
138,1269247,Jangipur,IN,24.45359,87.90444,"['imerg', 'era5', 'sat', 'radar', 'snodas']",28,425030-99999,Asia/Kolkata,"Shere Bangla National Stadium, Mirpur",2021-09-10,54.0,2021-09-10,26.7,51,402,320,125,937,1001,34.8,1631264400,5.6,64.0,2.0,1631246400,27.4,1631228400,7.5,7.5,1001.0,final,80.0,1004.0,0.0,,262.0,1175,9256,7369,6026.0,30.8,1631212200,64.0,6.4,1.5
139,292968,Abu Dhabi,AE,24.3954745,54.5410232,"['412160-99999', 'AEM00041217', 'imerg', 'era5', 'sat', 'radar', 'snodas']",01,412160-99999,Asia/Dubai,"Zayed Cricket Stadium, Abu Dhabi",2021-10-23,31.0,2021-10-23,23.0,43,349,244,120,921,857,34.0,1634979600,6.8,236.0,5.1,1634990400,28.0,1634947200,0.0,0.0,1012.0,final,65.0,1012.0,0.0,,242.0,1034,8385,5853,5818.0,30.4,1634932800,236.0,8.4,2.9
140,292223,Dubai,AE,25.036968,55.225362,"['411945-99999', 'imerg', 'era5', 'sat', 'radar', 'snodas']",03,411945-99999,Asia/Dubai,Dubai International Cricket Stadium,2021-10-23,25.0,2021-10-23,21.4,43,349,241,119,920,849,35.0,1634979600,7.7,209.0,6.0,1634994000,27.0,1634932800,0.0,0.0,1010.0,final,62.0,1012.0,0.0,,241.0,1028,8364,5794,5794.0,29.7,1634932800,209.0,9.2,2.5
141,292223,Dubai,AE,25.036968,55.225362,"['411945-99999', 'imerg', 'era5', 'sat', 'radar', 'snodas']",03,411945-99999,Asia/Dubai,Dubai International Cricket Stadium,2021-10-26,21.0,2021-10-26,19.6,42,346,237,119,918,837,34.0,1635235200,7.5,202.0,5.7,1635246000,24.0,1635195600,0.0,0.0,1010.0,final,61.0,1012.0,0.0,,237.0,1019,8301,5679,5679.0,28.7,1635192000,202.0,9.2,3.0
142,292968,Abu Dhabi,AE,24.3954745,54.5410232,"['412160-99999', 'AEM00041217', 'imerg', 'era5', 'sat', 'radar', 'snodas']",01,412160-99999,Asia/Dubai,"Zayed Cricket Stadium, Abu Dhabi",2021-10-27,0.0,2021-10-27,19.3,43,346,238,119,918,841,33.0,1635325200,7.6,231.0,4.9,1635336000,27.0,1635303600,0.0,0.0,1013.0,final,54.0,1013.0,0.0,,238.0,1022,8304,5703,5703.0,29.7,1635278400,231.0,8.8,2.6
143,292672,Sharjah,AE,25.3317074,55.4209361,"['411940-99999', 'AEM00041194', 'AE000041196', 'imerg', 'era5', 'sat', 'radar', 'snodas']",06,411940-99999,Asia/Dubai,Sharjah Cricket Stadium,2021-10-29,23.0,2021-10-29,17.0,42,342,231,118,914,822,33.0,1635494400,7.0,134.0,6.2,1635505200,25.0,1635472800,0.0,0.0,1015.0,final,50.0,1016.0,0.0,,231.0,1008,8215,5539,5539.0,29.2,1635451200,134.0,9.2,4.1
144,292223,Dubai,AE,25.036968,55.225362,"['411945-99999', 'imerg', 'era5', 'sat', 'radar', 'snodas']",03,411945-99999,Asia/Dubai,Dubai International Cricket Stadium,2021-10-30,4.0,2021-10-30,12.7,42,342,230,118,915,821,35.0,1635588000,7.3,165.0,5.6,1635595200,20.0,1635559200,0.0,0.0,1016.0,final,43.0,1019.0,0.0,,230.0,1006,8214,5529,5529.0,27.0,1635537600,165.0,6.4,2.7
145,292223,Dubai,AE,25.036968,55.225362,"['411945-99999', 'imerg', 'era5', 'sat', 'radar', 'snodas']",03,411945-99999,Asia/Dubai,Dubai International Cricket Stadium,2021-10-31,0.0,2021-10-31,18.2,42,341,229,118,914,817,35.0,1635667200,7.2,231.0,7.5,1635678000,20.0,1635642000,0.0,0.0,1015.0,final,60.0,1018.0,0.0,,229.0,1003,8191,5491,5491.0,27.8,1635624000,231.0,11.2,3.5
146,292968,Abu Dhabi,AE,24.3954745,54.5410232,"['412160-99999', 'AEM00041217', 'imerg', 'era5', 'sat', 'radar', 'snodas']",01,412160-99999,Asia/Dubai,"Zayed Cricket Stadium, Abu Dhabi",2021-11-02,24.0,2021-11-02,24.5,42,341,228,118,914,817,32.0,1635850800,7.2,307.0,4.8,1635850800,26.0,1635818400,0.0,0.0,1013.0,final,76.0,1013.0,0.0,,226.0,1003,8175,5483,5430.0,29.4,1635796800,307.0,8.4,2.2
147,292223,Dubai,AE,25.036968,55.225362,"['411945-99999', 'imerg', 'era5', 'sat', 'radar', 'snodas']",03,411945-99999,Asia/Dubai,Dubai International Cricket Stadium,2021-11-04,20.0,2021-11-04,19.0,41,338,223,117,911,802,34.0,1636016400,6.9,198.0,6.4,1636027200,21.0,1635991200,0.0,0.0,1010.0,final,66.0,1013.0,0.0,,223.0,990,8101,5345,5344.0,27.2,1635969600,198.0,8.8,3.9
148,292968,Abu Dhabi,AE,24.3954745,54.5410232,"['412160-99999', 'AEM00041217', 'imerg', 'era5', 'sat', 'radar', 'snodas']",01,412160-99999,Asia/Dubai,"Zayed Cricket Stadium, Abu Dhabi",2021-11-06,25.0,2021-11-06,19.4,41,337,223,117,911,802,31.0,1636185600,6.9,244.0,4.6,1636203600,25.0,1636156800,0.0,0.0,1011.0,final,61.0,1011.0,0.0,,223.0,990,8087,5342,5342.0,27.9,1636142400,244.0,8.0,2.4
149,292672,Sharjah,AE,25.3317074,55.4209361,"['411940-99999', 'AEM00041194', 'AE000041196', 'imerg', 'era5', 'sat', 'radar', 'snodas']",06,411940-99999,Asia/Dubai,Sharjah Cricket Stadium,2021-11-06,30.0,2021-11-06,19.4,41,335,219,116,908,790,32.0,1636185600,6.5,219.0,4.9,1636196400,25.0,1636164000,0.0,0.0,1010.0,final,57.0,1011.0,0.0,,217.0,982,8032,5246,5196.0,28.9,1636142400,219.0,6.8,2.7
150,292968,Abu Dhabi,AE,24.3954745,54.5410232,"['412160-99999', 'AEM00041217', 'imerg', 'era5', 'sat', 'radar', 'snodas']",01,412160-99999,Asia/Dubai,"Zayed Cricket Stadium, Abu Dhabi",2021-11-10,25.0,2021-11-10,17.5,41,333,217,116,909,787,30.0,1636531200,6.4,221.0,4.9,1636545600,25.0,1636506000,0.0,0.0,1015.0,final,55.0,1015.0,0.0,,216.0,978,7998,5207,5187.0,27.6,1636488000,221.0,8.8,2.6
151,292223,Dubai,AE,25.036968,55.225362,"['411945-99999', 'imerg', 'era5', 'sat', 'radar', 'snodas']",03,411945-99999,Asia/Dubai,Dubai International Cricket Stadium,2021-11-14,22.0,2021-11-14,16.8,40,328,209,115,904,764,30.0,1636884000,6.3,234.0,5.1,1636894800,22.0,1636855200,0.0,0.0,1012.0,final,58.0,1014.0,0.0,,209.0,959,7872,5008,5008.0,26.3,1636833600,234.0,6.4,2.8
152,2634447,West End,GB,50.9234428,-1.3234454,"['038650-99999', 'imerg', 'era5', 'sat', 'radar', 'snodas']",ENG,038650-99999,Europe/London,"The Rose Bowl, Southampton",2022-07-07,61.0,2022-07-07,12.2,59,472,346,119,901,903,24.0,1657213200,4.1,265.0,6.6,1657180800,17.0,1657170000,0.0,0.0,1023.0,final,63.0,1029.0,0.0,,150.0,1413,11327,8311,3612.0,19.7,1657148400,265.0,10.0,2.8
153,2655603,Birmingham,GB,52.457696955,-1.929678695,"['UK000000000', 'imerg', 'era5', 'sat', 'radar', 'snodas']",ENG,035340-99999,Europe/London,"Edgbaston, Birmingham",2022-07-09,42.0,2022-07-09,10.7,59,475,343,118,898,885,24.0,1657378800,7.4,323.0,6.0,1657353600,13.0,1657332000,0.0,0.0,1014.0,final,63.0,1031.0,0.0,,270.0,1413,11395,8225,6470.0,18.7,1657321200,323.0,9.6,4.7
154,2641170,Nottingham,GB,52.9504992,-1.140382,"['033540-99999', 'UKE00105906', 'imerg', 'era5', 'sat', 'radar', 'snodas']",ENG,033540-99999,Europe/London,"Trent Bridge, Nottingham",2022-07-10,3.0,2022-07-10,11.4,59,475,341,117,896,878,28.4,1657468800,6.6,259.0,2.9,1657418400,12.8,1657425600,0.0,0.0,1012.0,final,59.0,1026.0,0.0,,298.0,1415,11398,8180,7158.0,20.8,1657407600,259.0,6.0,2.1
155,2654675,Bristol,GB,51.477084,-2.584491,"['037243-99999', 'UKE00105675', 'imerg', 'era5', 'sat', 'radar', 'snodas']",ENG,037243-99999,Europe/London,"County Ground, Bristol",2022-07-27,46.0,2022-07-27,9.8,56,450,320,117,894,861,21.0,1658923200,2.5,132.0,5.2,1658883600,10.0,1658894400,3.0,3.0,1013.0,final,69.0,1019.0,0.0,,97.0,1338,10804,7685,2333.0,15.8,1658876400,132.0,5.8,2.9
156,2653822,Cardiff,GB,51.4854374,-3.1916779,"['037150-99999', 'imerg', 'era5', 'sat', 'radar', 'snodas']",WLS,037150-99999,Europe/London,"Sophia Gardens, Cardiff",2022-07-28,56.0,2022-07-28,12.4,56,448,319,117,893,859,23.0,1659020400,2.9,169.0,4.1,1659006000,12.0,1658973600,0.8,0.8,1015.0,final,74.0,1016.0,0.0,,132.0,1336,10742,7644,3163.0,17.5,1658962800,169.0,6.8,2.2
157,2634447,West End,GB,50.9234428,-1.3234454,"['038650-99999', 'imerg', 'era5', 'sat', 'radar', 'snodas']",ENG,038650-99999,Europe/London,"The Rose Bowl, Southampton",2022-07-31,58.0,2022-07-31,16.3,55,444,314,117,893,858,24.0,1659290400,2.5,238.0,5.5,1659254400,19.0,1659247200,0.0,0.0,1011.0,final,74.0,1017.0,0.0,,94.0,1321,10661,7547,2250.0,21.4,1659222000,238.0,12.8,4.1
158,1269515,Jaipur,IN,26.89504,75.8083,"['423480-99999', 'IN019131800', 'IN019131300', 'IN019131301', 'IN019130402', 'IN019130100', 'imerg', 'era5', 'sat', 'radar', 'snodas']",24,423480-99999,Asia/Kolkata,"Sawai Mansingh Stadium, Jaipur",2021-11-17,32.0,2021-11-17,4.4,40,329,205,112,895,725,25.4,1637139600,4.9,102.0,2.8,1637132400,12.0,1637107200,0.0,0.0,965.0,final,40.0,1015.0,0.0,,151.0,909,7570,4704,3477.0,18.8,1637087400,102.0,7.2,1.5
159,1258526,Ranchi,IN,23.311987,85.274117,"['427010-99999', 'IN004122600', 'IN004120800', 'IN004120400', 'IN004123400', 'imerg', 'era5', 'sat', 'radar', 'snodas']",38,427010-99999,Asia/Kolkata,"JSCA International Stadium Complex, Ranchi",2021-11-19,37.0,2021-11-19,16.0,41,348,222,114,914,777,27.4,1637308800,6.2,150.0,2.6,1637290800,17.0,1637272800,0.0,0.0,937.0,final,73.0,1010.0,0.0,,212.0,953,8006,5104,4872.0,21.5,1637260200,150.0,4.0,1.5
160,1277155,Bara Bazar,IN,22.5664888,88.3411832,"['428070-99999', 'IN024072200', 'IN024140300', 'imerg', 'era5', 'sat', 'radar', 'snodas']",28,428070-99999,Asia/Kolkata,"Eden Gardens, Kolkata",2021-11-21,21.0,2021-11-21,20.2,42,345,223,116,910,779,29.6,1637481600,6.4,157.0,2.0,1637481600,22.2,1637449200,0.3,0.3,1009.0,final,74.0,1011.0,0.0,,182.0,970,7941,5119,4182.0,25.5,1637433000,157.0,5.2,1.3
161,1277155,Bara Bazar,IN,22.5664888,88.3411832,"['428070-99999', 'IN024072200', 'IN024140300', 'imerg', 'era5', 'sat', 'radar', 'snodas']",28,428070-99999,Asia/Kolkata,"Eden Gardens, Kolkata",2022-02-16,100.0,2022-02-16,12.1,46,368,261,122,936,877,25.8,1644998400,8.0,256.0,2.0,1644998400,15.2,1644966000,0.0,0.0,1008.0,final,62.0,1010.0,0.0,,261.0,1051,8458,6009,6009.0,20.4,1644949800,256.0,6.8,0.9
162,1277155,Bara Bazar,IN,22.5664888,88.3411832,"['428070-99999', 'IN024072200', 'IN024140300', 'imerg', 'era5', 'sat', 'radar', 'snodas']",28,428070-99999,Asia/Kolkata,"Eden Gardens, Kolkata",2022-02-18,35.0,2022-02-18,12.9,46,370,265,122,938,885,26.6,1645171200,8.2,146.0,2.4,1645171200,17.0,1645138800,0.0,0.0,1010.0,final,61.0,1011.0,0.0,,265.0,1059,8511,6084,6084.0,21.5,1645122600,146.0,7.6,1.3
163,1277155,Bara Bazar,IN,22.5664888,88.3411832,"['428070-99999', 'IN024072200', 'IN024140300', 'imerg', 'era5', 'sat', 'radar', 'snodas']",28,428070-99999,Asia/Kolkata,"Eden Gardens, Kolkata",2022-02-20,38.0,2022-02-20,18.3,46,372,268,122,939,893,26.2,1645347600,4.5,234.0,2.4,1645336800,18.2,1645311600,0.5,0.5,1006.0,final,79.0,1008.0,0.0,,228.0,1068,8566,6160,5242.0,22.2,1645295400,234.0,11.6,1.2
164,1273294,Delhi,IN,28.6378091,77.2431553,"['421820-99999', 'IN022021600', 'IN022023100', 'IN022021800', 'IN022021900', 'IN022022900', 'IN022022200', 'imerg', 'era5', 'sat', 'radar', 'snodas']",07,421820-99999,Asia/Kolkata,"Arun Jaitley Stadium, Delhi",2022-06-09,39.0,2022-06-09,17.1,57,449,371,125,936,1047,44.0,1654772400,9.9,153.0,4.0,1654765200,29.4,1654729200,0.0,0.0,972.0,final,35.0,995.0,0.0,,365.0,1305,10334,8540,8403.0,36.2,1654713000,153.0,10.4,2.0
165,1273780,Cuttack,IN,20.4807902,85.8682994,"['429700-99999', 'IN017040100', 'IN017042600', 'imerg', 'era5', 'sat', 'radar', 'snodas']",21,429700-99999,Asia/Kolkata,"Barabati Stadium, Cuttack",2022-06-12,57.0,2022-06-12,26.4,55,434,360,126,934,1048,34.0,1655010000,10.1,225.0,5.7,1655049600,27.0,1654974000,0.0,0.0,999.0,final,75.0,1002.0,0.0,,355.0,1266,9977,8270,8173.0,31.5,1654972200,225.0,8.4,2.4
166,1275930,Bhīmunipatnam,IN,17.7966064,83.3528222,"['431500-99999', 'IN001200100', 'IN001200900', 'imerg', 'era5', 'sat', 'radar', 'snodas']",02,431500-99999,Asia/Kolkata,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2022-06-14,36.0,2022-06-14,25.5,54,423,353,125,931,1038,33.4,1655193600,8.2,233.0,4.0,1655197200,29.0,1655161200,0.0,0.0,998.0,final,73.0,1004.0,0.0,,338.0,1242,9722,8125,7767.0,31.0,1655145000,233.0,7.6,2.4
167,1258847,Rājkot,IN,22.3618615,70.7095961,"['427370-99999', 'IN005150100', 'IN005151200', 'imerg', 'era5', 'sat', 'radar', 'snodas']",09,427370-99999,Asia/Kolkata,"Saurashtra Cricket Association Stadium, Rajkot",2022-06-17,39.0,2022-06-17,24.3,55,437,363,125,934,1048,37.0,1655460000,9.6,222.0,5.0,1655478000,27.6,1655420400,0.3,0.3,989.0,final,67.0,1002.0,0.0,,357.0,1273,10053,8347,8217.0,31.6,1655404200,222.0,10.8,3.7
168,1277333,Bengaluru,IN,12.9779687,77.5994678,"['432960-99999', '432950-99999', 'IN009010100', 'IN009012900', 'IN009011900', 'IN009012800', 'IN009015400', 'imerg', 'era5', 'sat', 'radar', 'snodas']",19,432950-99999,Asia/Kolkata,"M Chinnaswamy Stadium, Bangalore",2022-06-19,56.0,2022-06-19,20.3,52,425,344,122,937,1035,28.2,1655629200,3.8,255.0,2.4,1655658000,21.4,1655596800,12.5,12.5,906.0,final,80.0,1049.0,0.0,,111.0,1197,9771,7918,2554.0,24.3,1655577000,255.0,6.8,1.6
169,2207753,Paddington,AU,-33.8908818,151.2240624,"['947680-99999', '947690-99999', 'ASN00066139', 'ASN00066009', 'ASN00066160', 'ASN00066073', 'ASN00066052', 'ASN00066006', 'ASN00066033', 'ASN00066021', 'ASN00066062', 'ASN00066098', 'ASN00066007', 'ASN00066005', 'ASN00066187', 'ASN00066179', 'ASN00066149', 'ASN00066075', 'ASN00066178', 'imerg', 'era5', 'sat', 'radar', 'snodas', 'au-bom-solar']",NSW,947690-99999,Australia/Sydney,Sydney Cricket Ground,2022-10-22,77.0,2022-10-22,16.9,52,414,322,127,954,995,22.8,1666400400,4.7,54.0,6.6,1666407600,17.1,1666375200,12.8,12.8,1007.0,final,86.0,1012.0,0.0,,102.0,1252,9943,7737,3860.3,19.3,1666357200,54.0,12.0,4.7
170,2207753,Paddington,AU,-33.8908818,151.2240624,"['947680-99999', '947690-99999', 'ASN00066139', 'ASN00066009', 'ASN00066160', 'ASN00066073', 'ASN00066052', 'ASN00066006', 'ASN00066033', 'ASN00066021', 'ASN00066062', 'ASN00066098', 'ASN00066007', 'ASN00066005', 'ASN00066187', 'ASN00066179', 'ASN00066149', 'ASN00066075', 'ASN00066178', 'imerg', 'era5', 'sat', 'radar', 'snodas', 'au-bom-solar']",NSW,947690-99999,Australia/Sydney,Sydney Cricket Ground,2022-10-27,22.0,2022-10-27,13.5,53,422,331,128,959,1012,24.5,1666828800,6.3,82.0,5.6,1666843200,15.7,1666872000,76.1,76.1,996.0,final,69.0,1001.0,0.0,,275.0,1276,10122,7953,5135.1,19.3,1666789200,82.0,10.6,3.8
171,6692202,Burswood,AU,-31.9542267,115.8926756,"['946100-99999', '946080-99999', 'ASN00009094', 'ASN00009034', 'ASN00009225', 'ASN00009159', 'ASN00009126', 'ASN00009161', 'ASN00009250', 'ASN00009074', 'ASN00009035', 'ASN00009012', 'ASN00009021', 'ASN00009022', 'ASN00009151', 'imerg', 'era5', 'sat', 'radar', 'snodas']",WA,946080-99999,Australia/Perth,Perth Stadium,2022-10-30,37.0,2022-10-30,5.0,54,430,340,129,967,1040,17.3,1667102400,7.9,154.0,6.7,1667106000,9.3,1667077200,0.5,0.5,1013.0,final,59.0,1016.0,0.0,,331.0,1297,10319,8163,7934.0,13.3,1667059200,154.0,15.8,4.9
172,6943568,Woolloongabba,AU,-27.485916,153.0381681,"['945780-99999', '945760-99999', 'ASN00040913', 'ASN00040215', 'imerg', 'era5', 'sat', 'radar', 'snodas', 'au-bom-solar']",QLD,945760-99999,Australia/Brisbane,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2022-11-01,70.0,2022-11-01,16.6,54,421,346,130,972,1062,25.5,1667232000,6.5,272.0,5.2,1667232000,18.7,1667260800,21.0,21.0,1001.0,final,72.0,1003.0,0.0,,137.0,1286,10103,8304,3246.3,22.1,1667224800,272.0,14.4,2.9
173,8469169,North Adelaide,AU,-34.916833,138.596672,"['946720-99999', 'ASN00023011', 'ASN00023000', 'ASN00023022', 'ASN00023035', 'ASN00023090', 'ASN00023118', 'ASN00023104', 'ASN00023053', 'ASN00023115', 'ASN00023029', 'ASN00023071', 'ASN00023014', 'ASN00023101', 'ASN00023040', 'ASN00023137', 'ASN00023062', 'imerg', 'era5', 'sat', 'radar', 'snodas', 'au-bom-solar']",SA,946720-99999,Australia/Adelaide,Adelaide Oval,2022-11-02,82.0,2022-11-02,7.3,57,452,355,128,964,1018,16.0,1667358000,5.0,230.0,9.8,1667383200,10.8,1667311200,0.0,0.0,1014.0,final,66.0,1015.0,0.0,,207.0,1313,10403,8167,5387.2,13.7,1667309400,230.0,13.9,8.1
